City,State,Number of Killed,% of killed who carried gun,% of killed who were unarmed,% of killed who were race A,% of killed who were race B,% of killed who were race H,% of killed who were race N,% of killed who were race O,% of killed who had sign of mental illness,% of killed who were male,% of killed who attacked,% of killed whose threat undertermined,% of killed who were fleeing,% of killed whose killer had body camera on,% of killed age 10 and below,% of killed 30 and below,% of killed 50 and below
Fayetteville,NC,7,0.714285714,0,0,0.571428571,0,0,0,0.142857143,1,0.714285714,0,0,0.142857143,0,0,0.714285714
Federal Heights,CO,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Federal Way,WA,5,0.8,0,0,0.2,0.2,0.2,0,0.2,1,0.8,0,0,0,0,0.6,1
Fife,WA,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Findlay,OH,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Finney County,KS,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
Fishers,IN,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Fisty,KY,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Flagstaff,AZ,8,0.75,0.125,0,0,0.125,0.25,0,0.375,1,0.625,0.25,0.5,0.75,0,0.5,0.875
Flathead County,MT,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Flatwoods,KY,2,0.5,0.5,0,0,0,0,0,0,0.5,0,0,1,0,0,1,1
Fleetwood,NC,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Fletcher,NC,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Flint,MI,2,0.5,0,0,0.5,0,0,0,0,1,0.5,0.5,0.5,0,0,0,1
Floral City,FL,2,1,0,0,0,0,0,0,0.5,1,0.5,0,0.5,0,0,0,0
Florence,AL,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Florence,AZ,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Florence,CA,2,0.5,0.5,0,0,1,0,0,0.5,1,0,0,0.5,0,0,1,1
Florence,MS,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Florence,OR,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
Florence,SC,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.5
Floresville,TX,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Florida City,FL,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
Florissant,MO,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Floyd County,GA,2,1,0,0,0,0,0,0,0,0.5,1,0,1,0,0,0.5,1
Follansbee,WV,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Fond du Lac,WI,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Fontana,CA,5,0.4,0,0,0,0.2,0,0,0.6,1,0.6,0,0,0,0,0,1
Forest Park,GA,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Forest Park,IL,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
Foresthill,CA,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Forks Township,PA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Forksville,PA,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Formosa,AR,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Forrest City,AR,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.5
Fort Ashby,WV,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Fort Carson,CO,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Fort Collins,CO,4,0,0,0.25,0,0.25,0,0,0.5,1,0.25,0,0,0.5,0,0.5,0.75
Fort Dodge,IA,2,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0,0,1
Fort Lauderdale,FL,5,0.4,0.2,0,0.6,0,0,0.2,0,1,0.4,0,0.4,0,0,0.4,1
Fort Littleton,PA,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Fort Lupton,CO,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1
Fort Madison,IA,2,1,0,0,0.5,0,0,0,0,1,0.5,0,0.5,0,0,0,1
Fort Meade,MD,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
Fort Morgan,CO,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Fort Myers,FL,2,1,0,0,0.5,0,0,0,0,0.5,1,0,0,0,0,0,1
Fort Pierce,FL,6,0.166666667,0,0,0.666666667,0.333333333,0,0,0,1,0.833333333,0,0.5,0,0,0.666666667,1
Fort Smith,AR,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
Fort Smith,OK,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
Fort Stockton,TX,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
Fort Sumner,NM,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Fort Valley,GA,2,1,0,0,0,0,0,0,0,1,1,0,0.5,0,0,0,1
Fort Walton Beach,FL,3,1,0,0,0,0,0,0,0.333333333,1,0.333333333,0,0.333333333,0,0,0.666666667,1
Fort Washington,MD,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Fort Wayne,IN,4,0.5,0,0,0,0.25,0,0,0,1,0.5,0,0.25,0,0,0,0.5
Fort Worth,TX,17,0.764705882,0.058823529,0,0.352941176,0.235294118,0,0,0.176470588,0.941176471,0.764705882,0,0.352941176,0.294117647,0,0.411764706,0.882352941
Fountain Inn,SC,2,0.5,0,0,0,0,0,0,0.5,1,1,0,0.5,0,0,0.5,1
Fountain Valley,CA,2,1,0,0,0,0.5,0,0,0,1,0.5,0,0.5,0,0,0,1
Fountain,CO,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Fountain,FL,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Fox Crossing,WI,3,0.666666667,0,0,0,0,0,0,0.666666667,1,0,0,0,0,0,0.333333333,1
Frametown,WV,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Franklin County,MO,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Franklin County,OH,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Franklin County,TN,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Franklin County,WA,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Franklin Township,PA,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Franklin,GA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Franklin,LA,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Franklin,NC,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Franklin,TN,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Franklin,WI,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
Franklinton,NC,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Franklinton,OH,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Frederica,DE,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Frederick,MD,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Fredericksburg,VA,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
Frederickson,WA,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Fredonia,NY,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Freeport,TX,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Fremont,CA,5,0.4,0.2,0.2,0.2,0,0,0.2,0.2,1,0.6,0,0.2,0.2,0,0.4,1
French Lick,IN,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Fresno,CA,22,0.363636364,0.136363636,0.045454545,0,0.636363636,0,0,0.363636364,0.954545455,0.727272727,0,0.272727273,0.545454545,0,0.272727273,0.818181818
Fridley,MN,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Friendly Hills,CO,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Friendswood,TX,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Fritch,TX,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
Frostproof,FL,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
Fruita,CO,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Fruitland Park,FL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Ft. Lauderdale,FL,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Fullerton,CA,4,0,0,0,0,0.5,0,0,0.25,0.75,0.5,0,0.5,0.5,0,0.25,0.75
Fulshear,TX,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Fulton,KY,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Fulton,MO,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Fuqua,TX,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Gadsden,AL,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Gaines Township,MI,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Gainesville,FL,2,0.5,0,0,0.5,0,0,0,1,1,0.5,0,0,0,0,0.5,1
Gainesville,GA,4,0.5,0.25,0,0,0.5,0,0,0.25,1,0.5,0,0.5,0.25,0,0.25,0.75
Gaithersburg,MD,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Gallatin,TN,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
Gallup,NM,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
Galveston,TX,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
Garden City,ID,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Garden City,MO,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Garden Grove,CA,2,0,0.5,0,0,0.5,0,0,0.5,1,1,0,0,0.5,0,0.5,0.5
Gardena,CA,4,0.75,0,0,0.75,0.25,0,0,0,1,0.75,0,0.5,0.25,0,0.75,1
Gardner,KS,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Gardnerville Ranchos,NV,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Garland,TX,7,0.714285714,0,0.142857143,0.142857143,0.142857143,0,0.142857143,0.142857143,1,1,0,0.142857143,0,0,0.285714286,1
Gary,IN,6,1,0,0,1,0,0,0,0,1,0.833333333,0.166666667,0.333333333,0,0,0.833333333,1
Gaston County,NC,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Gastonia,NC,4,1,0,0,0.25,0,0,0,0.25,0.75,0.75,0.25,0,0,0,0,0.75
Gates,OR,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Gautier,MS,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Genesee Township,MI,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Geneseo,IL,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Geneseo,NY,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Geneva Township,OH,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Geneva,WI,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Georgetown,KY,3,1,0,0,0,0.333333333,0,0,0,1,1,0,0.333333333,0,0,0,1
Georgetown,TX,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Germantown,PA,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Germantown,TN,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Gerrardstown,WV,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Gibson County,TN,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Gibson,LA,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Giddings,TX,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Gifford,FL,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Gilbert,AZ,3,0.333333333,0,0,0,0.333333333,0,0,0,1,0.333333333,0,0.333333333,0,0,0.666666667,1
Gilbert,MN,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Gillette,WY,2,0.5,0,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0,1
Gilmer,TX,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
Gilroy,CA,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1
Girard,OH,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Glade Spring,VA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Gladewater,TX,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Glen Burnie,MD,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Glen Valley,CA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Glendale,AZ,12,0.666666667,0.083333333,0,0,0.583333333,0,0,0.166666667,0.833333333,0.5,0.083333333,0.333333333,0.166666667,0,0.583333333,0.916666667
Glendale,CA,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
Glendora,CA,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Glennville,GA,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Glenoma,WA,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Glenville,NY,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Glenwood Springs,CO,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Glenwood,GA,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Globe,AZ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Golden Shores,AZ,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Golden Valley,AZ,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Golden,CO,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Goleta,CA,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Gonic,NH,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Gonzales County,TX,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Goochland County,VA,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Goodbee,LA,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Gooding,ID,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Goodman,WI,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Goodyear,AZ,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Goose Creek,SC,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Gordo,AL,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Gorham,ME,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Goshen,IN,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
Grafton,WV,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Graham,NC,2,0,0.5,0,0.5,0,0,0,0,1,1,0,1,0,0,0.5,1
Graham,WA,3,0.333333333,0,0,0,0,0,0,0.333333333,1,0.666666667,0,0,0,0,0,0.666666667
Grand Canyon Caverns,AZ,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Grand Forks,ND,2,1,0,0,0,0,0.5,0,0.5,1,0.5,0,0,0,0,0.5,1
Grand Island,NE,2,0,0,0,0,1,0,0,0.5,1,1,0,0,0,0,0.5,1
Grand Junction,CO,5,0.4,0,0,0,0.2,0,0,0.4,0.8,0.6,0,0.4,0,0,0.4,0.8
Grand Prairie,TX,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Grand Prarie,TX,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1
Grand Rapids,MI,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1
Grand Terrace,CA,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Grandview,MO,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Granite Falls,NC,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Grant,OK,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Grants Pass,OR,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Grant-Valkaria,FL,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
Grapeview,WA,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Grass Valley,CA,2,0.5,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0.5,1
Gray,KY,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Gray,TN,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Grayson County,VA,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Great Falls,MT,5,0.6,0,0,0,0,0.2,0,0,1,0.2,0,0.4,0,0,0.2,0.8
Greece,NY,2,1,0,0,0,0,0,0,0.5,1,1,0,0.5,0,0,0.5,0.5
Greeley,CO,7,0.857142857,0,0,0.142857143,0.714285714,0,0,0.142857143,1,0.428571429,0,0.714285714,0,0,0.428571429,1
Green Bay,WI,2,0.5,0,0,0,0.5,0,0,0.5,1,1,0,0,0,0,0.5,1
Green,OH,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Greenback,TN,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Greenbelt,MD,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Greene County,MO,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Greeneville,TN,3,1,0,0,0.333333333,0,0,0,0,1,1,0,0,0.333333333,0,0.666666667,1
Greenfield,WI,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Greenport,NY,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Greensboro,NC,2,1,0,0,0.5,0,0,0,0.5,1,1,0,0.5,1,0,0.5,1
Greensburg,PA,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
Greenspoint,TX,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1
Greenville County,SC,2,1,0,0,0.5,0,0,0,0.5,1,1,0,0.5,0.5,0,0.5,1
Greenville,GA,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Greenville,MS,3,0.333333333,0,0,0.333333333,0,0,0,0.333333333,1,0.666666667,0.333333333,0,0,0,0.333333333,1
Greenville,NC,5,0.8,0,0,0.8,0,0,0,0,1,0.6,0,0,0,0,0.4,0.8
Greenville,SC,5,0.8,0,0,0.4,0,0,0,0,1,0.6,0,0.2,0.2,0,0.4,1
Greenwood,IN,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Greenwood,SC,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Greer,SC,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Grenada,MS,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Gresham,OR,2,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,1,1
Gretna,LA,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Griffin,GA,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Grover Beach,CA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Groveton,TX,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Grovetown,GA,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Grundy,VA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Guadalupe County,TX,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
Gulfport,MS,8,0.5,0.125,0,0.375,0,0,0,0.125,1,0.5,0.25,0.125,0,0,0.125,0.875
Gunlock,KY,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Gunnison County,CO,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Gurnee,IL,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Guthrie,OK,2,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Habersham,GA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Hacienda Heights,CA,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Hackensack,NJ,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
Hackett,AR,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Half Moon Bay,CA,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Hall County,GA,2,1,0,0,0,0.5,0,0,0,1,1,0,0.5,0,0,0.5,1
Hallandale Beach,FL,3,0,0.666666667,0,0.666666667,0,0,0,0.333333333,1,0.333333333,0,1,0.333333333,0,0.666666667,1
Hamilton County,TN,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Hamilton Township,PA,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1
Hamilton,AL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hamilton,NJ,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Hamilton,OH,2,0,0,0,0.5,0,0,0,0.5,1,0.5,0,0,0,0,0.5,1
Hammett,ID,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
Hammond,LA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
Hampton,GA,2,1,0,0,0.5,0,0,0,0.5,1,0.5,0,0,0,0,0,1
Hampton,NH,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hampton,VA,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
Hanceville,AL,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Hancock County,MS,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Hanford,CA,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Hanover Township,PA,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Hanover,CO,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Hanover,IN,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Hanover,NM,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Happy Valley,CA,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Hardeeville,SC,2,1,0,0,0.5,0.5,0,0,0,1,1,0,0,0,0,1,1
Hardwick,NJ,2,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0.5,0,0,0,1
Harker Heights,TX,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Harmony,IN,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Harmony,TX,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Harris County,TX,2,0.5,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0.5,1
Harrisburg,PA,4,0.5,0,0,0.75,0,0,0,0.25,1,0.75,0,0.25,0,0,0.25,1
Harrison County,IN,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Harrison Township,OH,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Harrisonburg,VA,2,0.5,0,0,0,0,0,0,0,1,1,0,0,0.5,0,0.5,1
Harrisonville,MO,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Hart County,KY,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Hartford,CT,3,1,0,0,0.333333333,0.666666667,0,0,0.333333333,1,1,0,0.333333333,0.666666667,0,0.333333333,1
Hartsville,SC,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Harvey,IL,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Harvey,LA,2,1,0,0,1,0,0,0,0,1,1,0,0.5,0,0,0.5,1
Hastings,MN,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1
Hattiesburg,MS,3,0.666666667,0,0,0.666666667,0,0,0,0,1,0.666666667,0,0.666666667,0,0,0.333333333,1
Haughton,LA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Havre de Grace,MD,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Hawaiian Gardens,CA,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hawkins,WI,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
Hawthorne,CA,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Haymarket,VA,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
Haynesville,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Hays,KS,2,0,0.5,0,0,0,0,0,0,1,0.5,0,1,0,0,0.5,1
Hayti,MO,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Hayward,CA,4,0,0.25,0,0,0.75,0,0,0.25,0.75,0.25,0,0.5,0.25,0,0.75,1
Hazel Dell,WA,2,0.5,0.5,0,1,0,0,0,0,1,0.5,0,0.5,0,0,1,1
Hazleton,PA,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Healdton,OK,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Hebron,KY,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Helena,AR,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Helena,MT,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Helena-West Helena,AR,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Hemet,CA,8,1,0,0,0,0.5,0,0,0,1,0.75,0,0.5,0,0,0.375,0.75
Henderson County,NC,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Henderson County,TX,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
Henderson,NC,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Henderson,NV,9,0.666666667,0,0,0.111111111,0.222222222,0,0,0.111111111,0.888888889,0.888888889,0,0.222222222,0.777777778,0,0.333333333,1
Hendersonville,NC,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Hendersonville,TN,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Henrico,VA,2,0,0,0,0.5,0,0,0.5,0,1,0.5,0,0.5,0,0,0,1
Henry County,GA,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
Henry County,IN,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Henryetta,OK,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Hensley,WV,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Herald,CA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hereford,TX,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Hermantown,MN,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Hernando,FL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Herndon,VA,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
